id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
585645,5,BlockedShot,0.9580000305175781,0.6120000076293945,0.035186491906642914,Rodrigo Bentancur,a,6108,FromCorner,2024,Head,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,James Maddison,Cross
585646,6,SavedShot,0.904000015258789,0.36,0.04266393557190895,Brennan Johnson,a,10760,FromCorner,2024,RightFoot,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,Pedro Porro,Cross
585647,7,SavedShot,0.9269999694824219,0.5679999923706055,0.2220737487077713,Dominic Solanke,a,1679,FromCorner,2024,Head,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,Son Heung-Min,Cross
585648,11,MissedShots,0.9230000305175782,0.525,0.10307934880256653,Cristian Romero,a,7218,FromCorner,2024,Head,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,Pedro Porro,Cross
585649,13,SavedShot,0.914000015258789,0.4620000076293945,0.05033301189541817,Dominic Solanke,a,1679,SetPiece,2024,Head,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,Pedro Porro,Aerial
585651,22,BlockedShot,0.745,0.5409999847412109,0.01829807460308075,Rodrigo Bentancur,a,6108,OpenPlay,2024,RightFoot,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,Son Heung-Min,Pass
585652,28,Goal,0.919000015258789,0.5209999847412109,0.13595882058143616,Pedro Porro,a,6912,OpenPlay,2024,Head,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,James Maddison,Cross
585653,32,MissedShots,0.9640000152587891,0.3579999923706055,0.02819450944662094,Brennan Johnson,a,10760,SetPiece,2024,RightFoot,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,James Maddison,Cross
585656,50,BlockedShot,0.9419999694824219,0.2879999923706055,0.06666029989719391,James Maddison,a,6818,OpenPlay,2024,LeftFoot,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,Pedro Porro,Pass
585657,54,SavedShot,0.8690000152587891,0.43099998474121093,0.11838139593601227,Dominic Solanke,a,1679,OpenPlay,2024,RightFoot,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,Pape Sarr,Pass
585658,55,SavedShot,0.9,0.435,0.1326984018087387,Rodrigo Bentancur,a,6108,OpenPlay,2024,LeftFoot,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,Brennan Johnson,Pass
585662,83,BlockedShot,0.85,0.49900001525878906,0.08465122431516647,Lucas Bergvall,a,12912,OpenPlay,2024,RightFoot,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,Dominic Solanke,Pass
585666,98,MissedShots,0.9580000305175781,0.42,0.3241162896156311,Richarlison,a,6026,SetPiece,2024,Head,26611,Leicester,Tottenham,1,1,2024-08-19 19:00:00,Lucas Bergvall,Cross
586096,1,MissedShots,0.8530000305175781,0.43599998474121093,0.01224734541028738,Cristian Romero,h,7218,FromCorner,2024,Head,26617,Tottenham,Everton,4,0,2024-08-24 14:00:00,Dejan Kulusevski,Aerial
586097,2,SavedShot,0.895,0.40099998474121096,0.26279959082603455,Cristian Romero,h,7218,FromCorner,2024,RightFoot,26617,Tottenham,Everton,4,0,2024-08-24 14:00:00,Son Heung-Min,Chipped
586099,10,SavedShot,0.8880000305175781,0.4179999923706055,0.2995178699493408,James Maddison,h,6818,OpenPlay,2024,RightFoot,26617,Tottenham,Everton,4,0,2024-08-24 14:00:00,Cristian Romero,Chipped
586100,10,MissedShots,0.9080000305175782,0.4909999847412109,0.31252968311309814,Brennan Johnson,h,10760,OpenPlay,2024,Head,26617,Tottenham,Everton,4,0,2024-08-24 14:00:00,James Maddison,Cross
586101,13,Goal,0.8180000305175781,0.5429999923706055,0.056783199310302734,Yves Bissouma,h,5609,OpenPlay,2024,RightFoot,26617,Tottenham,Everton,4,0,2024-08-24 14:00:00,Dejan Kulusevski,Pass
586106,37,MissedShots,0.8909999847412109,0.519000015258789,0.0764976516366005,Wilson Odobert,h,10822,OpenPlay,2024,Head,26617,Tottenham,Everton,4,0,2024-08-24 14:00:00,Pedro Porro,Cross
586112,48,MissedShots,0.7980000305175782,0.3060000038146973,0.02135390229523182,Pedro Porro,h,6912,FromCorner,2024,LeftFoot,26617,Tottenham,Everton,4,0,2024-08-24 14:00:00,Dejan Kulusevski,Pass
586115,65,BlockedShot,0.92,0.38799999237060545,0.13456249237060547,James Maddison,h,6818,OpenPlay,2024,LeftFoot,26617,Tottenham,Everton,4,0,2024-08-24 14:00:00,Dejan Kulusevski,LayOff
586116,67,MissedShots,0.815,0.519000015258789,0.16223299503326416,James Maddison,h,6818,DirectFreekick,2024,RightFoot,26617,Tottenham,Everton,4,0,2024-08-24 14:00:00,,Standard
586117,70,Goal,0.965999984741211,0.509000015258789,0.5269524455070496,Cristian Romero,h,7218,FromCorner,2024,Head,26617,Tottenham,Everton,4,0,2024-08-24 14:00:00,James Maddison,Aerial
589772,22,MissedShots,0.8530000305175781,0.26799999237060546,0.08485513925552368,Wilson Odobert,a,10822,OpenPlay,2024,RightFoot,26629,Newcastle United,Tottenham,2,1,2024-09-01 12:30:00,James Maddison,Chipped
589774,25,BlockedShot,0.8190000152587891,0.625,0.04559726640582085,Dejan Kulusevski,a,6691,OpenPlay,2024,LeftFoot,26629,Newcastle United,Tottenham,2,1,2024-09-01 12:30:00,James Maddison,Pass
